node, assignment, time2inf, time2death
0,na,117.48661947424914,117.48661947424914
1,na,-1,0
2,na,-1,0
3,na,0,1.3383635821237965
4,t,117.48661947424914,117.48661947424914
5,c,117.48661947424914,117.48661947424914
6,na,0.33176950824918056,0.5066409090191445
7,t,117.48661947424914,117.48661947424914
8,t,117.48661947424914,117.48661947424914
9,t,51.81605087257945,117.48661947424914
10,c,117.48661947424914,117.48661947424914
11,t,117.48661947424914,117.48661947424914
12,t,74.7975661852487,76.7273417967488
13,t,21.73826375482607,26.439646949235257
14,c,117.48661947424914,117.48661947424914
15,t,117.48661947424914,117.48661947424914
16,t,27.94498761326138,117.48661947424914
17,c,117.48661947424914,117.48661947424914
18,t,117.48661947424914,117.48661947424914
19,c,19.487567714000775,20.849985870685877
20,c,7.845919821040046,13.44832222868495
21,c,117.48661947424914,117.48661947424914
22,c,50.84905163431742,51.79865992278287
23,t,117.48661947424914,117.48661947424914
24,c,117.48661947424914,117.48661947424914
25,c,117.48661947424914,117.48661947424914
26,t,117.48661947424914,117.48661947424914
27,t,117.48661947424914,117.48661947424914
28,t,117.48661947424914,117.48661947424914
29,c,117.48661947424914,117.48661947424914
30,c,117.48661947424914,117.48661947424914
31,c,36.70886032663825,36.90883117044319
32,c,117.48661947424914,117.48661947424914
33,t,117.48661947424914,117.48661947424914
34,c,117.48661947424914,117.48661947424914
35,c,117.48661947424914,117.48661947424914
36,c,37.87823800447056,42.540404736390386
37,c,89.57309609572788,98.74991619990244
38,c,73.51865614258611,83.62476704966376
39,c,117.48661947424914,117.48661947424914
40,t,117.48661947424914,117.48661947424914
41,c,117.48661947424914,117.48661947424914
42,t,117.48661947424914,117.48661947424914
43,c,68.8725181390174,71.1551213362575
44,c,49.95417894330356,117.48661947424914
45,t,117.48661947424914,117.48661947424914
46,t,47.15315103389234,51.385020718897415
47,t,117.48661947424914,117.48661947424914
48,t,117.48661947424914,117.48661947424914
49,c,117.48661947424914,117.48661947424914
50,t,13.3563065682154,13.813813827442596
51,t,117.48661947424914,117.48661947424914
52,t,117.48661947424914,117.48661947424914
53,c,117.48661947424914,117.48661947424914
54,t,117.48661947424914,117.48661947424914
55,c,117.48661947424914,117.48661947424914
56,c,117.48661947424914,117.48661947424914
57,c,117.48661947424914,117.48661947424914
58,c,117.48661947424914,117.48661947424914
59,c,117.48661947424914,117.48661947424914
60,t,117.48661947424914,117.48661947424914
61,c,19.100841316912323,22.558683114263754
62,c,58.1620271030922,65.90472627306148
63,na,9.425588163898599,9.582900522904616
64,t,117.48661947424914,117.48661947424914
65,t,117.48661947424914,117.48661947424914
66,c,117.48661947424914,117.48661947424914
67,c,117.48661947424914,117.48661947424914
68,c,117.48661947424914,117.48661947424914
69,na,0.4065864038511363,1.5255970087804187
70,t,45.98599243161053,46.060442804201074
71,t,117.48661947424914,117.48661947424914
72,t,117.48661947424914,117.48661947424914
73,t,117.48661947424914,117.48661947424914
74,t,10.225118896001112,10.259671635909974
75,t,117.48661947424914,117.48661947424914
76,t,117.48661947424914,117.48661947424914
77,t,50.0111574431399,50.36281178370356
78,c,117.48661947424914,117.48661947424914
79,t,117.48661947424914,117.48661947424914
80,c,117.48661947424914,117.48661947424914
81,t,117.48661947424914,117.48661947424914
82,t,117.48661947424914,117.48661947424914
83,c,117.48661947424914,117.48661947424914
84,t,117.48661947424914,117.48661947424914
85,t,117.48661947424914,117.48661947424914
86,t,117.48661947424914,117.48661947424914
87,t,117.48661947424914,117.48661947424914
88,t,117.48661947424914,117.48661947424914
89,t,117.48661947424914,117.48661947424914
90,t,117.48661947424914,117.48661947424914
91,c,117.48661947424914,117.48661947424914
92,t,15.040313089288293,21.938496187644905
93,c,117.48661947424914,117.48661947424914
94,t,117.48661947424914,117.48661947424914
95,t,81.54458947057535,82.19132584512316
96,c,117.48661947424914,117.48661947424914
97,c,117.48661947424914,117.48661947424914
98,c,13.55798681481913,27.196064061302863
99,t,117.48661947424914,117.48661947424914
100,t,117.48661947424914,117.48661947424914
101,c,23.208511820875508,24.194540266410947
102,c,117.48661947424914,117.48661947424914
103,t,117.48661947424914,117.48661947424914
104,t,117.48661947424914,117.48661947424914
105,c,117.48661947424914,117.48661947424914
106,c,11.90609868085907,12.715958868069077
107,t,78.63180519388646,93.04541529205534
108,t,117.48661947424914,117.48661947424914
109,t,27.600878258249367,29.221994968612997
110,c,117.48661947424914,117.48661947424914
111,c,117.48661947424914,117.48661947424914
112,t,117.48661947424914,117.48661947424914
113,c,117.48661947424914,117.48661947424914
114,c,117.48661947424914,117.48661947424914
115,t,117.48661947424914,117.48661947424914
116,c,50.770218920528414,55.45417940321414
117,t,117.48661947424914,117.48661947424914
118,t,117.48661947424914,117.48661947424914
119,c,45.95141871081679,70.74414614041156
120,t,117.48661947424914,117.48661947424914
121,t,117.48661947424914,117.48661947424914
122,t,117.48661947424914,117.48661947424914
123,t,117.48661947424914,117.48661947424914
124,c,30.538450735976575,33.43248955192726
125,c,117.48661947424914,117.48661947424914
126,c,117.48661947424914,117.48661947424914
127,c,117.48661947424914,117.48661947424914
128,c,117.48661947424914,117.48661947424914
129,t,117.48661947424914,117.48661947424914
130,na,0.9735773590736867,8.571552194118205
131,t,117.48661947424914,117.48661947424914
132,c,67.49669723923239,69.59685103151769
133,c,117.48661947424914,117.48661947424914
134,c,117.48661947424914,117.48661947424914
135,c,117.48661947424914,117.48661947424914
136,c,117.48661947424914,117.48661947424914
137,c,117.48661947424914,117.48661947424914
138,na,2.754631813288089,20.04880439372686
139,t,117.48661947424914,117.48661947424914
140,t,117.48661947424914,117.48661947424914
141,t,117.48661947424914,117.48661947424914
142,t,117.48661947424914,117.48661947424914
143,t,117.48661947424914,117.48661947424914
144,c,117.48661947424914,117.48661947424914
145,c,117.48661947424914,117.48661947424914
146,c,42.87811290902264,45.180174548366125
147,c,117.48661947424914,117.48661947424914
148,t,84.74941241971919,117.48661947424914
149,c,117.48661947424914,117.48661947424914
150,c,117.48661947424914,117.48661947424914
151,t,117.48661947424914,117.48661947424914
152,t,117.48661947424914,117.48661947424914
153,t,117.48661947424914,117.48661947424914
154,t,117.48661947424914,117.48661947424914
155,t,61.74662033041506,66.29489784426208
156,t,117.48661947424914,117.48661947424914
157,c,80.58940607367744,86.94493386835858
158,c,117.48661947424914,117.48661947424914
159,c,117.48661947424914,117.48661947424914
160,c,117.48661947424914,117.48661947424914
161,c,117.48661947424914,117.48661947424914
162,c,117.48661947424914,117.48661947424914
163,t,23.329572045477686,47.83638185976452
164,na,0.6423407216219406,1.850619179647441
165,c,117.48661947424914,117.48661947424914
166,c,117.48661947424914,117.48661947424914
167,c,14.673433849993707,117.48661947424914
168,t,64.8481478299008,68.89854253064286
169,c,117.48661947424914,117.48661947424914
170,t,117.48661947424914,117.48661947424914
171,t,117.48661947424914,117.48661947424914
172,c,117.48661947424914,117.48661947424914
173,t,117.48661947424914,117.48661947424914
174,c,117.48661947424914,117.48661947424914
175,c,117.48661947424914,117.48661947424914
176,c,117.48661947424914,117.48661947424914
177,c,117.48661947424914,117.48661947424914
178,c,82.6956967160539,84.56866095803196
179,c,31.59196654540322,32.6115859978435
180,c,117.48661947424914,117.48661947424914
181,t,117.48661947424914,117.48661947424914
182,c,117.48661947424914,117.48661947424914
183,na,0,0.5050774628028375
184,t,117.48661947424914,117.48661947424914
185,c,42.754526046665404,45.51226472186763
186,t,117.48661947424914,117.48661947424914
187,t,117.48661947424914,117.48661947424914
188,t,117.48661947424914,117.48661947424914
189,c,10.848992636923791,11.200651286233537
190,t,117.48661947424914,117.48661947424914
191,na,2.897472538447948,4.489095893293891
192,c,67.4985925300632,76.61134673904354
193,t,117.48661947424914,117.48661947424914
194,c,117.48661947424914,117.48661947424914
195,c,53.6962432611695,54.831307661505555
196,c,117.48661947424914,117.48661947424914
197,t,20.048037037539626,21.293732693747486
198,c,53.02173063230328,57.048317891495415
199,t,51.46876774951166,59.10116713842701
200,c,117.48661947424914,117.48661947424914
201,t,117.48661947424914,117.48661947424914
202,t,117.48661947424914,117.48661947424914
203,t,117.48661947424914,117.48661947424914
204,t,117.48661947424914,117.48661947424914
205,na,12.949011546833807,20.863267226657253
206,c,117.48661947424914,117.48661947424914
207,c,117.48661947424914,117.48661947424914
208,c,117.48661947424914,117.48661947424914
209,t,117.48661947424914,117.48661947424914
210,t,55.799200010674014,55.96407112669047
211,t,38.52855628582062,40.50158037943432
212,t,117.48661947424914,117.48661947424914
213,c,117.48661947424914,117.48661947424914
214,c,117.48661947424914,117.48661947424914
215,c,117.48661947424914,117.48661947424914
216,t,9.724285593355035,15.245375871799558
217,t,26.600407578370493,27.42216143351787
218,c,117.48661947424914,117.48661947424914
219,c,117.48661947424914,117.48661947424914
220,t,117.48661947424914,117.48661947424914
221,t,117.48661947424914,117.48661947424914
222,t,117.48661947424914,117.48661947424914
223,c,117.48661947424914,117.48661947424914
224,t,117.48661947424914,117.48661947424914
225,c,117.48661947424914,117.48661947424914
226,c,117.48661947424914,117.48661947424914
227,c,117.48661947424914,117.48661947424914
228,c,117.48661947424914,117.48661947424914
229,c,55.781210166487185,69.35497907380285
230,c,117.48661947424914,117.48661947424914
231,c,117.48661947424914,117.48661947424914
232,t,117.48661947424914,117.48661947424914
233,c,117.48661947424914,117.48661947424914
234,t,117.48661947424914,117.48661947424914
235,c,69.6741064641979,77.02643479398918
236,t,62.77451322984067,66.27543250975215
237,c,117.48661947424914,117.48661947424914
238,t,33.03622227675917,33.557014882743985
239,c,45.31543061461843,46.689371267813705
240,t,117.48661947424914,117.48661947424914
241,t,117.48661947424914,117.48661947424914
242,c,117.48661947424914,117.48661947424914
243,t,117.48661947424914,117.48661947424914
244,t,117.48661947424914,117.48661947424914
245,c,117.48661947424914,117.48661947424914
246,c,30.422545487385115,33.69251030446717
247,na,3.499658205262512,15.008921967937706
248,c,117.48661947424914,117.48661947424914
249,c,117.48661947424914,117.48661947424914
250,t,117.48661947424914,117.48661947424914
251,na,5.983128520393415,117.48661947424914
252,c,117.48661947424914,117.48661947424914
253,t,117.48661947424914,117.48661947424914
254,t,117.48661947424914,117.48661947424914
255,t,117.48661947424914,117.48661947424914
256,c,117.48661947424914,117.48661947424914
257,t,117.48661947424914,117.48661947424914
258,c,117.48661947424914,117.48661947424914
259,c,117.48661947424914,117.48661947424914
260,c,117.48661947424914,117.48661947424914
261,t,117.48661947424914,117.48661947424914
262,t,117.48661947424914,117.48661947424914
263,t,52.59400112242465,55.58254929269145
264,c,46.018560980612506,54.338697766564884
265,t,117.48661947424914,117.48661947424914
266,c,30.613842466675646,36.98836821277697
267,c,46.15916564758819,54.597149911360844
268,c,117.48661947424914,117.48661947424914
269,c,48.50152190955727,49.459743744326175
270,t,117.48661947424914,117.48661947424914
271,t,117.48661947424914,117.48661947424914
272,t,117.48661947424914,117.48661947424914
273,c,117.48661947424914,117.48661947424914
274,c,18.75522416945923,23.47991659648749
275,t,27.125526219319546,30.62622790310738
276,c,13.404300402634716,19.871736882438036
277,c,43.485386358212445,46.23947593659822
278,c,117.48661947424914,117.48661947424914
279,c,117.48661947424914,117.48661947424914
280,t,117.48661947424914,117.48661947424914
281,c,117.48661947424914,117.48661947424914
282,c,42.79054842344953,45.45651429686116
283,t,117.48661947424914,117.48661947424914
284,t,37.95849131849101,41.09182759050656
285,t,117.48661947424914,117.48661947424914
286,c,117.48661947424914,117.48661947424914
287,c,117.48661947424914,117.48661947424914
288,t,117.48661947424914,117.48661947424914
289,c,117.48661947424914,117.48661947424914
290,t,19.81357692072237,41.128501317363444
291,t,117.48661947424914,117.48661947424914
292,c,30.847488342285036,32.491103589401135
293,t,117.48661947424914,117.48661947424914
294,t,26.25272005579655,30.522280290450272
295,t,34.06810724678587,38.92222159625496
296,c,117.48661947424914,117.48661947424914
297,t,117.48661947424914,117.48661947424914
298,t,30.65603996266586,45.271617930739154
299,t,117.48661947424914,117.48661947424914
300,t,117.48661947424914,117.48661947424914
301,c,117.48661947424914,117.48661947424914
302,t,117.48661947424914,117.48661947424914
303,t,20.449363340006876,25.34292316166574
304,c,56.35653675003973,58.98712021812939
305,c,117.48661947424914,117.48661947424914
306,c,117.48661947424914,117.48661947424914
307,c,117.48661947424914,117.48661947424914
308,t,117.48661947424914,117.48661947424914
309,t,51.14606281202848,53.38653309654221
310,t,117.48661947424914,117.48661947424914
311,t,48.571347948848,48.59125258644385
312,t,44.687038898172396,44.85886277604636
313,c,44.253871007335796,48.27503450289331
314,c,60.15219769679326,69.60501108676212
315,c,117.48661947424914,117.48661947424914
316,c,65.20083372100957,74.19956420925807
