node, assignment, time2inf, time2death
0,na,-1,0
1,na,-1,0
2,na,-1,0
3,na,72.74763176259658,72.74763176259658
4,c,25.41151349579278,26.782622050179814
5,t,72.74763176259658,72.74763176259658
6,c,72.74763176259658,72.74763176259658
7,c,72.74763176259658,72.74763176259658
8,t,72.74763176259658,72.74763176259658
9,na,0,4.689185992036027
10,t,72.74763176259658,72.74763176259658
11,c,72.74763176259658,72.74763176259658
12,t,72.74763176259658,72.74763176259658
13,t,72.74763176259658,72.74763176259658
14,c,72.74763176259658,72.74763176259658
15,t,72.74763176259658,72.74763176259658
16,t,72.74763176259658,72.74763176259658
17,c,72.74763176259658,72.74763176259658
18,t,72.74763176259658,72.74763176259658
19,c,72.74763176259658,72.74763176259658
20,c,72.74763176259658,72.74763176259658
21,c,72.74763176259658,72.74763176259658
22,c,72.74763176259658,72.74763176259658
23,t,72.74763176259658,72.74763176259658
24,c,72.74763176259658,72.74763176259658
25,c,72.74763176259658,72.74763176259658
26,c,72.74763176259658,72.74763176259658
27,c,72.74763176259658,72.74763176259658
28,c,72.74763176259658,72.74763176259658
29,c,72.74763176259658,72.74763176259658
30,c,26.70079047001368,28.703824692125014
31,t,72.74763176259658,72.74763176259658
32,t,72.74763176259658,72.74763176259658
33,t,72.74763176259658,72.74763176259658
34,c,21.301318850373544,28.925118878271157
35,t,72.74763176259658,72.74763176259658
36,t,72.74763176259658,72.74763176259658
37,c,72.74763176259658,72.74763176259658
38,c,20.14946869279476,22.55473186317347
39,c,11.730051446306952,14.73109945357367
40,c,72.74763176259658,72.74763176259658
41,c,34.120949062506995,35.792111260763704
42,t,72.74763176259658,72.74763176259658
43,t,72.74763176259658,72.74763176259658
44,t,72.74763176259658,72.74763176259658
45,c,43.105783986751376,49.90834402419285
46,na,2.4451411783469927,14.423435775040666
47,t,72.74763176259658,72.74763176259658
48,t,72.74763176259658,72.74763176259658
49,t,72.74763176259658,72.74763176259658
50,t,72.74763176259658,72.74763176259658
51,c,72.74763176259658,72.74763176259658
52,t,72.74763176259658,72.74763176259658
53,c,38.34610599171643,43.89811413272426
54,t,72.74763176259658,72.74763176259658
55,t,72.74763176259658,72.74763176259658
56,t,72.74763176259658,72.74763176259658
57,t,72.74763176259658,72.74763176259658
58,t,72.74763176259658,72.74763176259658
59,t,72.74763176259658,72.74763176259658
60,t,72.74763176259658,72.74763176259658
61,t,72.74763176259658,72.74763176259658
62,c,13.170747013969335,13.963804789013182
63,na,0.16159474263554835,2.5993224190464743
64,c,72.74763176259658,72.74763176259658
65,t,72.74763176259658,72.74763176259658
66,c,72.74763176259658,72.74763176259658
67,c,37.44860895661214,72.74763176259658
68,t,72.74763176259658,72.74763176259658
69,c,72.74763176259658,72.74763176259658
70,c,72.74763176259658,72.74763176259658
71,t,72.74763176259658,72.74763176259658
72,c,72.74763176259658,72.74763176259658
73,t,72.74763176259658,72.74763176259658
74,t,72.74763176259658,72.74763176259658
75,t,72.74763176259658,72.74763176259658
76,t,72.74763176259658,72.74763176259658
77,c,15.176933710850689,22.084243906229297
78,t,72.74763176259658,72.74763176259658
79,c,72.74763176259658,72.74763176259658
80,t,72.74763176259658,72.74763176259658
81,t,72.74763176259658,72.74763176259658
82,c,72.74763176259658,72.74763176259658
83,na,21.9595588249459,31.415105273918996
84,c,72.74763176259658,72.74763176259658
85,c,72.74763176259658,72.74763176259658
86,c,72.74763176259658,72.74763176259658
87,c,72.74763176259658,72.74763176259658
88,t,72.74763176259658,72.74763176259658
89,t,72.74763176259658,72.74763176259658
90,c,72.74763176259658,72.74763176259658
91,t,72.74763176259658,72.74763176259658
92,c,72.74763176259658,72.74763176259658
93,c,72.74763176259658,72.74763176259658
94,t,72.74763176259658,72.74763176259658
95,t,72.74763176259658,72.74763176259658
96,t,72.74763176259658,72.74763176259658
97,t,72.74763176259658,72.74763176259658
98,c,72.74763176259658,72.74763176259658
99,c,72.74763176259658,72.74763176259658
100,c,72.74763176259658,72.74763176259658
101,c,72.74763176259658,72.74763176259658
102,c,72.74763176259658,72.74763176259658
103,c,72.74763176259658,72.74763176259658
104,c,25.483560389415253,28.161222041170355
105,t,72.74763176259658,72.74763176259658
