node, assignment, time2inf_trt
0,ne_ni,1000
1,ne_ni,71.35207535355998
2,ne_ni,66.30692887103172
3,ne_ni,125.66872649683114
4,ne_ni,92.12602455092104
5,ne_ni,95.6450301949124
6,ne_ni,79.22625456800807
7,ne_ni,29.554009803275903
8,ne_ni,82.17765423694858
9,ne_ni,75.67339962643166
10,ne_ni,141.4054009383035
11,ne_ni,58.47912021208706
12,ne_ni,73.43033559439579
13,e,1000
14,ne_ni,79.51868809893173
15,ne_ni,50.48984829110183
16,ne_ni,50.48957582832622
17,ne_ni,48.052403848195176
18,ne_ni,116.40873622580148
19,ne_ni,88.72792985313397
20,ne_ni,1000
21,ne_ni,71.05359097933659
22,ne_ni,1000
23,ne_ni,1000
24,ne_ni,1000
25,ne_ni,87.04274122901204
26,ne_ni,99.16345826181143
27,ne_ni,77.5922218842853
28,ne_ni,79.04963686509333
29,ne_ni,1000
30,ne_ni,70.26698979103456
31,ne_ni,94.23506079153034
32,ne_ni,1000
33,ne_ni,88.68019454524756
34,ne_ni,1000
35,ne_ni,53.530309893440055
36,ne_ni,1000
37,ne_ni,93.96886189001187
38,ne_ni,1000
39,ne_ni,1000
40,ne_ni,1000
41,ne_ni,96.2209021328048
42,ne_ni,47.24178040769589
43,ne_ni,1000
44,ne_ni,64.98629257102351
45,ne_ni,64.79706678065888
46,ne_ni,76.23484688007424
47,ne_ni,60.45357214875927
48,ne_ni,110.90489263631886
49,e,57.85900036834527
50,ne_ni,59.60572281486965
51,ne_ni,92.45156312393348
52,ne_ni,83.32543455689057
53,ne_ni,1000
54,ne_ni,94.40580101989876
55,ne_ni,66.14801409686606
56,ne_ni,64.70331254199098
57,ne_ni,84.0995524632366
58,ne_ni,47.13575945393481
59,ne_ni,67.79993781476297
60,ne_ni,46.496041365890925
61,ne_ni,1000
62,ne_ni,89.80273483125657
63,ne_ni,71.1907270855782
64,ne_ni,88.08409770071282
65,ne_ni,1000
66,ne_ni,33.093080469416186
67,ne_ni,1000
68,ne_ni,110.72269669019235
69,ne_ni,62.75268945961434
70,ne_ni,107.04612758108549
71,ne_ni,1000
72,ne_ni,71.36816707758568
73,ne_ni,1000
74,ne_ni,1000
75,ne_ni,72.69387528691756
76,e,1000
77,ne_ni,39.11310674000232
78,ne_ni,1000
79,ne_ni,92.01861504076751
80,ne_ni,100.76466388371988
81,ne_ni,51.00311262553562
82,ne_ni,14.333320538116226
83,ne_ni,82.44613421613576
84,ne_ni,58.008991878749484
85,ne_ni,31.63581222942127
