node, assignment, time2inf_trt, time2inf_con
0,na,126.07075113621593,135.42644734826496
1,na,0,0
2,na,0,0
3,na,0,0
4,na,0,0
5,na,39.76067874078017,37.09966782460926
6,na,34.407152510850246,46.47855155185052
7,na,41.886195212683916,39.60931664503814
8,na,56.19824222803608,37.219342411130825
9,na,11.542314938828133,41.997986490411726
10,na,69.42096304187525,54.14738258214244
11,na,24.799029947096535,135.42644734826496
12,na,39.924264323191785,135.42644734826496
13,na,25.259184918736977,18.222220555886498
14,na,36.07295908077966,135.42644734826496
15,na,37.30477090667326,36.20014549381981
16,na,46.415848485446325,46.56706192962561
17,na,43.82103599531653,74.24732410312447
18,na,39.974398745468356,54.123640261908754
19,na,14.557876464336783,65.71404370204286
20,na,51.84558388415427,43.22335551308756
21,na,126.07075113621593,46.547473853098765
22,na,69.53458023863033,24.58468840398106
23,na,48.30866232762339,39.40532475854279
24,na,19.04433319127317,50.87906981936225
25,na,52.353507806169226,135.42644734826496
26,na,16.713524214426215,42.516456873253404
27,na,28.417849874465713,49.18056827524332
28,na,42.573469698153744,66.88725089999089
29,na,26.570712504895692,22.006512359216636
30,na,126.07075113621593,19.252116160667246
31,na,52.15924391495364,66.71659278001319
32,na,48.67031758732153,135.42644734826496
33,na,28.38661679660652,59.37915102136079
34,na,25.35438916159611,77.5905313401328
35,na,44.10132069766936,46.42307642849344
36,na,25.65215149074304,39.1887401865482
37,na,50.98855637444897,34.14342576478952
38,na,25.136909249298284,25.585489357311754
39,na,0.9685953134634013,11.464746498400551
40,na,18.834118284094856,135.42644734826496
41,na,55.3847344649158,65.4169916995461
42,na,19.420672397473158,22.752125218269832
43,na,15.788662547030288,35.90893077523879
44,na,43.22997974297969,60.186677601513004
45,na,42.81149805184288,37.47780827568278
46,na,28.169832301569777,41.14147045907411
47,na,34.34186894353874,55.48326505091094
48,na,76.75248307407394,35.51600645779904
49,na,41.38425334028865,39.1056211310029
50,na,126.07075113621593,56.871173203434225
51,na,58.63636937652263,57.45913011679238
52,na,58.37996163482964,37.84596691825863
53,na,31.74664235835744,135.42644734826496
54,na,71.47902008123002,70.22926633687739
55,na,24.78255993598972,61.4563277509749
56,na,37.85924915204678,135.42644734826496
57,na,33.91728304060043,32.35915721143329
58,na,16.86925328544908,32.09125350294679
59,na,52.5072665363603,37.54138537961806
60,na,39.0790561194765,75.31963356174866
61,na,29.594786656782176,135.42644734826496
62,na,49.785392750438916,46.52316382674571
63,na,26.694633843786793,46.85708052153582
64,na,126.07075113621593,42.69652096434935
65,na,33.31806690954907,25.009638289544302
66,na,126.07075113621593,86.59307098429395
67,na,42.265312558227556,135.42644734826496
68,na,40.748520318329696,20.217082001289775
69,na,20.557969705110306,47.969372856866016
70,na,16.527151338907967,66.22469089867995
71,na,30.975349888966548,16.785845050671618
72,na,34.1446095578544,39.15043775493702
73,na,49.09402532848484,60.05189477269997
74,na,16.556455451009622,47.02419370192804
75,na,57.35581720823837,36.10202542464044
76,na,35.370280741648386,21.895804188591466
77,na,45.93930007109978,37.91398625790139
78,na,24.561928801335526,32.03988892161082
79,na,45.411956561621444,72.20927224293013
80,na,11.684017922452625,38.42709207453375
81,na,46.39518729890433,135.42644734826496
82,na,36.09778846174059,36.089146189298376
83,na,42.30587581572009,35.39646376280457
84,na,75.1735853186621,49.13647782540328
85,na,30.6306394306405,20.682507110500758
86,na,24.530030661391,59.500195656864314
87,na,22.270606250910095,43.12957421766406
88,na,36.07406661777792,48.30079683099867
89,na,60.184944132016206,62.27095731125373
90,na,53.46368276688765,42.60666325960952
91,na,28.559859459860803,24.975451948096413
92,na,20.497578208568992,58.7147106435748
93,na,30.38267301862539,48.36888943561537
94,na,38.9475430891793,53.271537406706585
95,na,42.8798420236632,51.89723334050204
96,na,38.16063653712378,135.42644734826496
97,na,18.838397887262943,77.32365086016237
98,na,126.07075113621593,40.39030122731406
99,na,126.07075113621593,39.80193054591129
100,na,34.04565092119576,29.603182742397536
101,na,40.72290591122923,47.66617740362733
102,na,44.75666892237707,46.128906374621344
103,na,26.56117654766985,32.86973175603089
104,na,36.77654332155366,15.091164059769737
105,na,79.69264716536047,25.401700054208835
106,na,3.7386687850524867,15.178058834654927
107,na,52.67330816792095,32.10967921571975
108,na,51.19261892601943,30.64619363896611
109,na,22.33798362732497,79.62215110421613
110,na,126.07075113621593,65.56107423056616
111,na,27.0427967604996,86.41403597092501
112,na,38.2126539346717,49.75844695567095
113,na,30.063042615046577,36.447278802922575
114,na,43.72386237979693,28.78453288005895
115,na,42.701488659482976,19.027818042064958
116,na,37.91051312535374,135.42644734826496
117,na,46.34278347976958,30.777344579045938
118,na,39.90154487681612,14.075055794332519
119,na,20.696263215154996,50.827383761126484
120,na,27.622338808763025,48.364072906347346
121,na,32.071583533161295,52.273747107191376
122,na,45.02878754213568,50.55004193210739
123,na,38.28117333013807,33.19146303748667
124,na,33.42989571635644,56.14426457452794
125,na,37.91107214044318,49.177905001821465
126,na,23.532681594703085,25.682703240644045
127,na,126.07075113621593,44.17999786713827
128,na,45.9366935860209,135.42644734826496
129,na,69.33483216575121,9.705691992365043
130,na,24.368797312919202,33.12915800317467
131,na,126.07075113621593,121.33909577962939
132,na,24.58057097642319,135.42644734826496
133,na,34.17789239855547,107.31560940715588
134,na,14.715224978917815,135.42644734826496
135,na,36.92407531623596,85.09839026225961
136,na,39.09742709784643,25.11124188913749
137,na,0.15356273316394678,1.8546693999449302
138,na,48.60716776057279,50.4592326215105
139,na,61.867878166269364,52.77258357784576
140,na,25.628455449460393,58.16078663293785
141,na,45.73987450936747,55.686086550712034
142,na,6.836783578225732,25.582392346605218
143,na,39.75900772732136,40.19964047924443
144,na,18.40133029244244,135.42644734826496
145,na,26.602707812768983,58.59691321189303
146,na,40.64979512138368,41.43304537894481
147,na,5.59833180706448,46.756337253064835
148,na,44.768502296693114,62.086857887128346
149,na,21.905528499785962,20.45650203328167
150,na,29.614413413930667,55.51172098373423
151,na,9.395359000986707,53.86185432612245
152,na,39.67563369159831,54.79494789945508
153,na,34.450675223524854,55.67391076407377
154,na,50.22309461029609,37.09143369311366
155,na,63.883727875855755,38.98314805745496
