node, assignment, time2inf_trt, time2death_trt, time2inf_con, time2death_con
0,na,571.4827027766536,9.050715433464923,141.43144676916174,12.40101272764234
1,na,571.4827027766536,5.420023711924351,141.43144676916174,1.882975639397419
2,na,-1,0,-1,0
3,na,-1,0,-1,0
4,na,30.898340257946924,571.4827027766536,127.01054057545454,141.43144676916174
5,na,116.67293057643937,571.4827027766536,141.43144676916174,141.43144676916174
6,na,571.4827027766536,571.4827027766536,141.43144676916174,141.43144676916174
7,na,43.462714549963245,571.4827027766536,141.43144676916174,141.43144676916174
8,na,571.4827027766536,571.4827027766536,141.43144676916174,141.43144676916174
9,na,338.10242786753616,571.4827027766536,12.667906885084209,141.43144676916174
10,na,35.074922567400236,571.4827027766536,141.43144676916174,141.43144676916174
11,na,7.003254120384888,55.31735332165133,141.43144676916174,141.43144676916174
12,na,43.9036876320044,571.4827027766536,141.43144676916174,141.43144676916174
13,na,0,571.4827027766536,0,141.43144676916174
14,na,36.30996778172173,571.4827027766536,141.43144676916174,141.43144676916174
15,na,7.000204024119993,571.4827027766536,141.43144676916174,141.43144676916174
16,na,571.4827027766536,571.4827027766536,141.43144676916174,141.43144676916174
17,na,571.4827027766536,571.4827027766536,141.43144676916174,141.43144676916174
18,na,571.4827027766536,571.4827027766536,141.43144676916174,141.43144676916174
19,na,571.4827027766536,571.4827027766536,141.43144676916174,141.43144676916174
20,na,51.66844202215242,571.4827027766536,141.43144676916174,141.43144676916174
21,na,7.567642477990677,571.4827027766536,141.43144676916174,141.43144676916174
22,na,571.4827027766536,571.4827027766536,141.43144676916174,141.43144676916174
23,na,571.4827027766536,571.4827027766536,141.43144676916174,141.43144676916174
24,na,21.264636591600386,571.4827027766536,75.66358597671804,141.43144676916174
25,na,28.58963036040558,571.4827027766536,2.20887785192298,141.43144676916174
26,na,18.0515138138901,571.4827027766536,1.580982820057417,141.43144676916174
27,na,150.72831453007106,348.8178787779267,0.8232472130305192,141.43144676916174
28,na,0,571.4827027766536,0,141.43144676916174
29,na,571.4827027766536,571.4827027766536,141.43144676916174,141.43144676916174
30,na,0,571.4827027766536,0,141.43144676916174
31,na,198.26225472670595,571.4827027766536,141.43144676916174,141.43144676916174
32,na,72.39955651261936,571.4827027766536,141.43144676916174,141.43144676916174
33,na,27.290825706856438,571.4827027766536,26.249399555353254,63.68747057185497
34,na,571.4827027766536,571.4827027766536,141.43144676916174,141.43144676916174
35,na,76.43839428089562,571.4827027766536,141.43144676916174,141.43144676916174
36,na,63.976478571979364,571.4827027766536,0.9371684644791622,141.43144676916174
37,na,289.3905841415915,571.4827027766536,141.43144676916174,141.43144676916174
38,na,317.9812071327437,571.4827027766536,141.43144676916174,141.43144676916174
39,na,571.4827027766536,571.4827027766536,141.43144676916174,141.43144676916174
40,na,88.09226056606178,571.4827027766536,54.62376392929373,141.43144676916174
