node, assignment, time2inf_trt, time2inf_con
0,na,0,0
1,na,138.40139094061004,129.94514155214452
2,na,0,0
3,na,138.40139094061004,129.94514155214452
4,na,50.580350247168035,42.67080123436784
5,na,37.357869409606984,28.752672059113053
6,na,79.35857401601753,56.260990560800565
7,na,46.82787413358996,26.72281383377994
8,na,94.74966649283724,53.99706468928215
9,na,23.418556896652465,49.844812759465654
10,na,41.06977491123795,21.580651249915185
11,na,40.194480896181,48.519199800901475
12,na,51.05244504758923,26.964067708235483
13,e,138.40139094061004,45.76936374720795
14,na,53.62344439784998,59.8706435548187
15,na,38.56446640644639,129.94514155214452
16,na,138.40139094061004,24.565554133843474
17,e,56.86555371957164,43.42308231134442
18,na,49.36148807104971,51.970194811005825
19,e,56.43006048623937,57.88875084808342
20,na,28.93020073454936,72.80890311552533
21,na,33.29744414127507,35.72553424115319
22,na,57.35560535658429,29.261395537328166
23,na,40.31801852358442,56.88648722547952
24,na,138.40139094061004,56.5712630277486
25,e,62.88938479847564,42.29986916225691
26,na,49.13388078350865,32.1585574314443
27,na,54.56270512212144,31.65679238302041
28,na,17.193791587351974,73.4375382730852
29,na,41.653448700319395,61.49406736294229
30,na,55.13828056738673,49.261710176604545
31,e,87.16504699613226,25.614318107319644
32,na,80.76975223311621,23.06358772177999
33,na,24.63929419371506,56.31677948121293
34,na,15.017602249584552,22.157547588954813
35,na,29.869549382975382,34.722203690962246
36,na,18.189455751992515,46.54731358504491
37,na,22.41509780337547,35.52830451414273
38,na,80.83793302252221,67.46452829128341
39,e,58.512526491733674,52.800932681999406
40,na,45.11756781334005,50.66681512213424
41,na,42.65704377286231,40.55056646508071
42,na,51.42918307058865,84.13830025001303
43,na,43.65272001329798,41.78990207893494
44,na,6.109598288313716,10.789246377819342
45,na,19.260318925343842,43.69051804378583
46,na,8.040784309419438,69.54263299769185
47,na,26.432039979120347,8.546576471335111
48,na,39.02108335461698,70.791672674676
49,na,24.710668232544457,60.96221787176514
50,e,40.79866816326247,55.92437960101831
51,na,52.19537284035543,47.78817537930109
52,e,88.53763733487587,79.52384309815736
53,na,28.2040729949348,59.61412677892778
54,na,138.40139094061004,129.94514155214452
55,na,8.633828274112506,64.42090090612575
56,na,42.745194063991484,11.139953791667129
57,e,138.40139094061004,41.40895193667952
58,na,42.93103947954245,24.202632925834557
59,na,138.40139094061004,1.6337839432905286
60,na,10.061853572170598,37.77424755793019
61,na,25.99665823906862,50.10895127961153
62,na,57.76219388712034,38.212157303892546
63,na,131.46426093325218,50.104521542062436
64,na,138.40139094061004,37.3031289844517
65,na,26.210685796240195,56.088306749113315
66,na,138.40139094061004,47.58523459764584
67,na,37.42308907358069,39.4643424778972
68,na,41.66087317760643,129.94514155214452
69,na,138.40139094061004,44.497616764642046
70,na,29.01230928604268,51.60711111971241
71,na,26.194160587485772,87.6904045424255
72,na,44.62745734822805,37.3510859424369
73,na,79.3070897924911,24.636969565443806
